upi_txn_count,avg_txn_value,bill_payments,wallet_balance,sms_count,data_usage_gb,ecom_purchases,refund_count,income_bracket,age,txn_variance,credit_score,is_fraud
364,311.41316277791833,1,688.7685317860797,1051,6.382642133876783,23,0,3,27,205.57596143200988,390.8465753794797,0
392,2134.282277040314,3,131.3617009489472,1043,8.301918591682128,13,2,2,48,647.8030407482912,386.78672764057876,0
6,1877.6375875943595,8,6437.963284440276,2302,15.354635954600642,22,3,3,44,612.7644196688583,402.29534546148204,0
394,1050.8698176929965,3,3054.5056323825793,1304,2.509216229343915,19,0,4,29,315.0631756891187,413.1466835658715,0
58,2335.698264394889,3,2479.7856481248896,2235,6.936142723001559,19,2,2,48,763.9735526064446,312.4577338913472,0
110,2477.777217320607,1,3187.8008920423767,1634,28.093655758559958,5,4,1,49,729.407982509291,350.90689895353,1
264,552.2544346304312,5,2634.8708945390476,1196,14.250430633425424,21,2,1,49,770.2175917986694,370.60834003424657,1
314,979.110033161311,1,404.8214916384337,278,13.63890251634723,24,2,5,58,348.05260524835046,378.9943539178893,0
195,2319.8010877947922,6,9718.177119666829,2359,0.9297310651627275,27,2,5,52,166.0041311116896,320.0998067915867,0
222,1817.911549340629,2,2285.380335682539,1928,7.7982925382212,4,1,4,38,505.0603248821594,382.5597347718953,0
48,167.83187771201483,2,7366.894649634132,1357,26.055626861474348,23,2,1,27,550.9707950405668,393.42778709412767,0
166,1964.7104802909666,4,7649.704307472335,564,5.356538633630728,20,5,1,33,109.09900971591081,348.73242881187247,0
206,2078.4551735848554,2,9299.64824027157,1874,12.746185716274272,17,2,1,24,631.3215970937657,370.1671785486313,0
274,1888.729715675018,1,402.43962522446174,1330,0.922761723076537,14,1,1,21,24.267573610368817,368.11948688862253,0
355,2008.8659707528132,9,8733.278550625377,984,14.610896709281397,5,1,3,44,391.35542610665885,404.7037738345638,0
308,2071.575057897353,8,5319.539190314023,2423,1.120122648423406,24,4,2,42,271.50284500096694,305.59496317168305,0
275,506.69221763095305,1,6362.186688661696,1432,24.678481815441096,28,3,2,48,594.8394173202764,417.5191865697558,0
219,627.4447778592494,1,6480.255743498234,1754,24.833186140869557,18,0,4,28,257.0809746632346,458.7458204130051,0
256,1602.7084811144343,7,8215.998269348802,1044,23.73839455491991,0,0,3,37,663.177619097016,429.79687162299115,0
194,2274.2720196331643,8,3400.732489375194,1024,8.859240032287987,0,2,1,53,480.01325613684037,371.42872940397876,0
300,824.6816266264118,6,7357.2067796139345,2038,25.19849793754363,12,4,1,34,637.1757557920369,387.37047955190735,1
217,1491.351355697889,2,5332.923286249751,593,16.518444911855443,2,2,5,28,791.5791038933028,417.91331707787276,0
212,1723.3060553719745,8,7954.600741622942,1646,11.527339211576573,9,0,5,47,546.53509313741,398.37537600789227,0
241,1157.2740731826461,2,9906.405724424321,2069,18.947233811274874,20,1,4,52,788.1107499256989,458.78257326176663,0
342,1798.7670143955486,4,2086.445072297236,1194,0.8640608587810332,2,3,1,58,32.78069826814722,341.93739630288735,0
371,2254.185240965824,8,9947.021551443979,1925,4.717345889222188,8,4,4,55,277.13059090220867,341.8179350506424,1
57,1579.0487832455021,2,989.1403273994626,862,22.39765937602275,7,1,3,39,95.20407900422423,433.8849274975606,0
284,1372.463601690851,6,122.94372425765727,2423,7.702767457126513,2,3,2,44,217.22089579370726,336.4047072042318,0
221,1124.9244547014307,0,537.2031681605295,149,18.141268961198115,24,4,1,54,672.7214403093618,362.37772607492514,1
256,1464.8413637200078,3,3483.645806893941,1005,11.860526783279376,12,4,3,52,35.53537960761135,375.5475962663514,0
192,920.6380069550698,3,6365.7726737164985,663,25.71677047457821,5,0,1,21,420.94451922859105,413.6301509206078,0
384,1009.1311699936797,6,783.3924547897113,882,28.596251526900986,12,1,5,33,458.03167895057464,471.42319905047094,0
45,1353.0508252360262,7,156.09156384271597,2140,26.565159486920617,22,4,4,33,453.3094058708453,380.91456835397275,1
161,213.2168253575016,0,9377.201181742068,1931,8.483289843461101,19,5,5,38,385.484688320372,373.0705622336255,0
19,611.112207765751,4,8237.073695805304,683,6.227804636859426,19,4,2,43,634.5763421681067,342.37633265329237,0
305,1379.9808110028519,6,8110.913394276407,1419,14.495829361811682,11,3,5,53,115.49904070938541,424.5647686853182,1
69,1107.2439506842843,3,8855.800327469573,335,0.7163574496673182,12,0,1,36,255.35584228512198,300.0,0
349,865.3986754855865,3,7030.339300443833,2203,1.2613770894638612,1,2,5,34,496.42358222168644,358.71107363877104,0
331,1839.8453851827885,3,1133.6008845060062,2042,16.8220738688785,20,0,1,43,555.8515793516851,366.1757886826179,1
13,1749.6081381381791,5,4051.091861929858,459,15.853257422875936,23,2,2,39,329.2772611038745,365.5960321086368,0
348,458.4903619837887,6,7259.179915999832,2030,29.84016867654017,22,1,5,45,701.5432980285142,431.5675503806693,0
133,2202.6413326649235,1,2875.311161836057,209,6.454334143230864,15,1,4,18,338.23978338977236,342.5881469840632,0
140,1263.7878846897158,4,6905.323004948752,291,8.114065910233819,22,4,4,53,328.1931461351832,342.39949793767687,1
67,1866.5792322906614,3,342.53463784975827,1003,3.8494489486254575,5,5,4,54,38.60373657503412,300.0,1
143,1454.2195806806023,2,3130.759674707973,1216,27.56751878478547,18,1,5,19,445.40165559383973,438.6665742771744,0
85,2494.346909013416,6,5536.390329144009,961,23.445431711524297,20,4,5,34,569.8578624244051,365.246390354411,1
396,1893.3876440951155,5,6357.689312111798,1183,24.759003787977,12,0,5,57,100.40614917831,465.8639067548017,0
167,1782.1021300464747,6,5812.702578172917,749,27.13153174495301,16,1,1,55,251.29188520941796,392.05416246148155,0
293,1957.50125067434,4,7007.787133126952,138,15.984549608412228,22,0,2,38,627.1929934884532,379.0739846805078,0
383,400.66356459375055,5,160.2786075744068,736,13.810199147796348,8,0,4,26,299.0763539767246,403.0556250120039,0
265,551.134253265185,4,1099.3178797774626,1136,10.246548473135686,16,5,1,30,200.8659450116315,335.89192357349947,0
235,1799.4570014478547,6,8702.548097563536,135,17.881831123261737,28,1,4,28,541.0385242164386,419.5428170246476,0
45,1260.2546434706135,1,6849.311576492596,2248,13.901212705299764,1,0,1,33,165.43943436060795,381.68558358784173,0
32,1898.8564650572855,4,1218.0232625915119,1461,13.821184804864465,18,5,5,33,717.5658064707097,389.4616707188925,0
139,302.1442753231553,5,8436.536930245935,2083,28.139371980068596,18,5,4,19,93.42273286065137,455.3718823957381,1
205,1364.3793111372572,5,2498.0890564632123,265,29.52892967123434,23,1,5,59,568.1743438034333,463.692733201252,0
332,978.1128356144435,4,4834.772853532712,1979,23.996289485222633,6,5,4,25,404.6434740162364,416.5151705031466,1
272,1169.6505372401118,9,1537.4454775581369,130,22.824363662284384,21,1,3,59,697.244354293625,406.45245460022056,0
37,1529.6967865776555,6,7130.089558574896,110,20.57646577248349,9,1,1,30,109.69412191072692,361.45341817859986,0
52,1280.6064512831988,9,6701.858768041252,2111,5.3992081438386545,9,2,3,34,545.5369856119094,351.49838496283445,0
66,1372.65856092645,7,2190.0134645447483,2243,2.2436217158318086,26,0,1,56,461.92316495329135,302.3019823119313,0
220,1241.5758308892391,6,8647.667591884318,2339,20.876426295841263,19,3,2,41,389.27121236963666,390.0488016713626,0
297,1051.9401838594586,4,4072.9296397751505,585,21.99919355656899,8,1,4,20,398.211738111808,424.5402827536293,0
103,1941.1108524657004,0,2995.899401600344,1389,1.885703237395124,16,0,2,47,580.3617998208393,319.33516858213966,0
176,79.89752717920906,4,1608.062935698901,1547,27.87752663175102,26,5,2,30,750.8159073985095,371.8487740359294,0
364,1516.1846179528063,9,2735.0633239038207,2385,3.1886488636179875,14,4,1,36,82.08881070404799,379.5402966254908,0
218,1435.495450941286,1,318.0665201157883,2043,8.93406574625047,1,1,3,24,25.407091612310982,341.3507739143856,0
39,1804.6387330957327,4,5874.249175315545,2063,20.335499477561783,29,5,5,26,646.5067860601508,387.9313271457531,1
231,1517.62194370445,4,8438.084388805084,1951,5.511241534932052,3,5,1,36,95.45381616509987,344.6254007679403,0
105,2075.657128132242,1,5534.906449472254,1569,2.134768709046211,18,5,5,57,789.4904689035349,350.4254434257042,1
135,2399.733246681868,4,2270.8122230463696,1466,10.268821430342419,16,5,2,39,499.2851166774814,327.2957531719141,0
261,889.1844300874313,3,433.3248643173399,1090,23.096161458227783,4,5,5,35,524.1844522507712,391.44554166377657,1
9,607.0099084234682,0,2224.817925262148,924,12.70352103006518,6,1,3,40,167.12444532103373,366.4262919553861,0
222,1087.812312930183,2,4219.602137903814,1562,19.76270119628421,17,3,1,19,199.8467251343728,319.33779860615493,1
259,755.427560365529,0,7620.153144127985,2253,17.59876336823003,20,2,3,28,530.8867394484076,396.9136313126075,0
363,1556.6281447240033,4,1959.6442401239638,2328,1.155445219754622,21,5,3,48,728.6842019680156,338.3628673971547,1
287,2284.0384016652633,3,7225.935388211392,2331,29.661929617848347,26,5,1,50,786.0885380688776,418.46822742407704,1
397,390.8346756505016,6,8682.641336683648,325,1.7221286201719388,6,2,3,31,166.444447838564,334.2995909988271,0
211,296.94677738892193,4,4594.073796272735,876,29.050180760630308,16,1,4,33,115.95450194073423,432.72111428496964,0
19,677.2380530414724,9,8232.176717261675,1212,16.720993261749747,6,0,4,28,54.557072631024475,400.7810127219996,0
350,1828.934185852882,3,5591.107745547446,787,28.913191298419463,3,4,4,50,695.9546443474491,438.9709290693296,0
46,1502.7591178841128,1,6407.199287100959,629,3.8852311827081456,7,4,5,24,242.82472901661032,318.52276360991607,0
384,300.421027351739,3,5310.156757348207,1071,14.96705131597264,12,0,3,48,11.431506756708812,392.7911193402403,0
183,2300.938779538829,1,4685.409895838284,1035,5.500370710048729,3,1,1,31,186.81628798457876,364.17934333477405,0
67,1985.7073609540125,7,2423.0690735809085,1522,2.0037588721620514,5,4,1,45,278.94845327854057,306.83780432230844,1
356,106.4053817297119,2,3101.621188664356,2253,18.717108894338192,24,2,5,33,792.8790739023814,391.42900372347003,0
235,1645.849666921203,8,2970.704177541729,1394,6.629610918369898,4,0,1,36,423.5978591470945,366.6734756886565,0
245,1939.554337873358,3,5676.560416442766,2098,17.837062039482607,29,3,4,34,171.72401860013002,366.24589159739224,0
56,967.3666558150339,5,1287.5415609365102,1626,3.814752217495076,11,1,3,43,274.50649232362633,334.98384670023023,0
100,218.85777144968603,9,9176.237737953117,778,10.293600907264732,3,0,1,23,270.943073169934,360.5063338133238,0
392,239.43661044752878,4,7234.4859383028215,139,23.55816046257079,23,4,1,26,25.583339705908635,416.46859898808714,0
226,305.4050668269333,9,4074.311746040617,1205,13.393019894344535,28,1,2,34,116.79461279542974,326.86057492981763,0
235,2109.077098352036,0,1670.3790308111418,944,19.018489739471423,8,2,2,48,559.2052031655369,400.08727136782824,0
241,2281.181185726497,8,8831.722480244194,1843,19.600009251993605,3,1,2,29,104.99827939088036,410.6345205569901,0
147,350.8864155220478,0,8255.403092001536,2348,25.39077379762516,18,1,3,40,192.28007851883385,401.79201202971285,0
175,627.9697847579489,7,7245.043371900075,546,10.085222434995918,23,2,4,22,287.0824657394039,376.35384909367474,0
33,455.52525039985994,8,2788.315769371299,1334,20.77521909618427,13,5,4,53,608.6106061568121,319.2462227417259,1
40,506.4861547605957,8,4084.2217105933223,1450,28.86766630786189,4,2,4,53,470.09676224567244,365.1633926274274,0
17,2101.8524330561054,0,1117.2076992789912,326,22.042178363557106,17,1,3,20,554.3099881409689,414.6571894908364,0
164,863.7587110046004,1,1971.491294802564,147,14.951179063173464,9,2,3,41,457.9397370819361,367.23563260980103,0
331,813.0384469118209,0,7851.864709435656,1562,19.10616461251191,24,5,2,34,550.0380159252766,371.874249207493,0
191,607.1192711489259,9,7178.88331662177,1930,22.32064548401169,18,0,1,56,12.245301394538233,397.2954645259156,0
247,1539.3412647959337,1,5975.509053461754,286,18.562135087969235,11,2,5,43,745.4095340534293,408.16776104837027,1
90,979.2989610445946,9,8967.694586669111,2492,0.991936497950255,17,2,5,21,97.62698239109714,341.3619668231118,0
288,1873.4116470160577,7,5874.338526349149,2371,6.245818181773163,16,1,1,29,330.9367858217548,354.9472357835205,0
70,553.6705305203118,4,4722.983199639746,2032,24.40881240785625,29,0,2,18,619.1203124934352,369.075712069981,0
174,1980.0852273505063,6,3469.6703884270505,948,8.543194095718297,23,3,1,38,353.8322672274449,357.9879353243668,0
49,1529.1177527388404,1,9410.44020678811,2132,22.08108252705345,10,3,1,36,758.0056158173376,360.5982470836733,1
66,329.954885136435,7,918.8830690910996,1352,11.477546349630112,2,4,5,38,379.3952693140257,349.8794690340728,1
138,1065.5362312988877,5,9315.784983402003,1513,15.895587680659323,22,2,2,35,701.2021304261103,346.12256935153135,0
288,2165.6194445017445,7,8284.475133317083,1078,2.505212344672409,16,2,3,20,650.554209556194,351.6886747631237,0
32,2311.252567906288,0,1386.3062529034428,1712,5.846154050966431,0,0,5,49,784.9791792109597,363.97130795733176,0
112,1190.9652996810923,0,5693.34514098501,1116,28.73731042381742,14,5,3,27,741.9727467932706,369.19512978107707,1
48,1228.0505963182302,6,8678.82501931596,2335,26.759072576683963,27,3,2,57,719.5178294231741,377.3205156224891,0
344,2300.214076101288,7,5760.9107197108215,1981,19.74211577152198,8,4,1,32,587.96742901038,360.8423672569096,1
290,1488.3171491345897,2,9081.27823345016,369,14.059515622879253,14,0,4,22,299.9285363418944,430.6956775990551,0
335,130.47434209642395,4,9435.539786478821,1730,20.4349581404091,27,2,4,21,93.83908066627292,420.87392272066216,0
132,2286.2361840538656,0,4281.606769624628,409,18.7490035282712,23,3,2,45,554.0295912888681,403.19379915222476,1
352,658.1547847550221,6,3835.405247922604,2143,17.272291540336056,27,4,4,21,783.1367242569924,386.017390133663,0
235,1465.1982875242907,4,9369.579424294652,1674,2.2457236199744837,28,1,3,32,584.0175054921765,344.87453308504286,0
194,455.5076276985358,7,6783.886605381714,1195,19.167677014514453,2,3,4,34,743.696201729095,406.0340955482576,1
229,133.00394260415771,7,1248.624545346876,1795,23.18314131484947,21,4,2,20,645.4007232348582,400.2320761560291,1
389,813.1092692752557,8,518.6883173045438,1545,29.82540881204448,26,0,2,27,138.86059334217623,455.3360478851928,0
381,1962.2144834879148,6,5689.827604872905,2267,0.8268173015321354,18,1,3,59,206.87097876711695,340.4442608559269,0
287,730.0885729420744,0,9308.692557840404,319,22.04011687266496,12,4,4,40,280.07382539225677,391.886767878183,0
125,589.2381744986878,2,8458.062153817602,152,17.367784820111424,11,4,4,35,142.92575102702327,375.07494903059074,1
120,571.0679216360044,7,6790.892689996931,1857,13.304539194388223,19,2,1,18,469.5045528116753,379.41175486487657,1
237,1312.175521896691,2,1477.2469040217666,1574,4.26332014985544,0,5,5,52,780.6059140666115,336.81629678093555,1
263,2440.0762234227527,7,2616.890699112086,1766,12.568011884728849,20,3,2,48,611.5524784145653,353.4855355310535,0
363,1174.523020641682,0,8767.5611428709,1360,10.95412689809099,16,2,1,18,344.4755317632949,376.49953898273674,0
202,1415.3981537806173,4,1909.7916429033146,819,9.433481724872895,12,1,2,20,13.558539974428042,373.14753046959515,0
141,2158.5484438322983,3,2856.550141679302,505,22.060948888005125,0,5,1,20,257.4880487991612,373.6912140203737,0
322,1360.9208113874636,4,1383.0464468348753,2394,21.171402877885782,9,4,5,54,426.1398372768501,421.0510802492434,1
169,501.93403497619744,7,6793.4714910026705,171,17.876092683936893,14,2,1,36,266.1581903430568,346.1256056208159,0
229,784.0099838278687,9,9445.424823095775,1953,28.19061199215448,26,5,2,46,97.71758918884903,384.4363173984207,0
311,809.3454693580967,3,2762.783512794321,2332,10.820704333335206,26,3,4,42,359.7843159208967,404.9919165185846,0
238,1023.4293828711147,3,4806.525417715729,2153,7.692157162450297,29,1,2,50,210.06972540291582,372.7092181524657,0
176,1095.632818075036,2,6379.963423140923,1329,19.849147736402788,6,0,3,53,728.2935774045861,377.007745053699,0
156,2009.46595408196,6,9994.715857334744,1667,6.365014797653387,27,2,3,46,90.38607751580244,369.20419698705666,0
319,905.9981476708659,2,1137.599843475964,486,9.792809961911026,21,1,3,43,48.8305766925212,406.1539986610197,0
378,1197.1679796813794,2,5035.850915106521,1891,7.125771982209103,17,0,3,21,14.198193632341017,382.77393172090075,0
164,1581.191168275078,9,3912.6891870347504,798,2.5400302476957863,15,2,5,31,269.17505074366966,369.6257143566795,0
100,975.4285712284147,4,8671.619635701316,1300,24.911212878252364,13,1,4,44,531.705602178702,438.1233423462813,0
237,2099.5837925662154,4,4812.080537015393,926,8.008946016189004,26,1,4,50,587.0268647766162,364.232510125319,0
184,1489.2613303734822,5,1198.6774933929662,1922,14.454311348619111,27,5,2,39,368.07672987156127,399.87489013828696,1
117,770.4094640913803,7,6380.799038337178,448,1.7778005610022025,17,2,1,20,550.6196338596607,339.43496125593725,0
322,1799.4450394850792,9,7730.7281208124095,1378,21.130514254452972,26,1,2,40,294.33208861013713,414.99210570742815,0
56,1342.7369388547254,5,128.52439148958447,407,10.251549568035578,6,4,2,38,537.5669137894274,334.7444918204125,0
272,1359.4169335802549,0,8603.671185664232,1250,22.469733470961692,16,2,2,58,42.07082838887499,409.06474930516003,0
299,1228.6654735495856,7,1941.6277000560897,2060,12.665890283802051,28,1,2,40,318.69485780793326,345.9920208781173,1
390,1267.67927461206,7,5565.4867100684405,2434,6.2747903889659264,17,5,4,21,634.7712453302115,406.9461265250901,0
391,1925.1228886122897,8,4216.395256805757,865,15.63866492732006,11,0,1,38,644.374764062611,411.0938262508072,0
117,302.30462436172303,8,7224.572784444251,824,4.349884509304474,7,0,2,54,575.7575353117987,372.00992546395855,0
105,869.1888877106813,1,3774.4999863788444,1719,13.495905216253345,21,4,4,48,171.3485102501929,369.5428589224338,1
117,234.9832413195286,1,8710.655449148937,482,9.860511583904353,29,2,2,38,205.29204395520026,341.7757508301205,0
85,1895.4532408312546,2,7331.913973492024,624,27.40280773388918,1,5,3,43,796.9100945389647,380.602279134662,0
191,717.1395440647336,0,6512.360393522923,375,2.2973972907612383,6,1,2,58,91.6686256895483,353.4436840492198,0
117,2248.704504056266,3,7982.781896072258,436,20.97351371611939,3,1,2,52,152.72353213290342,377.1495995552327,0
6,1340.1172433152697,3,7564.828045790985,2073,5.891159396629359,17,0,5,55,112.72074196360475,364.52633952619396,0
134,2011.8369401409966,8,455.79288172337806,580,9.911829692801074,27,5,3,41,268.8474213100563,356.7034716119082,1
224,2448.382017259105,8,4007.8701030637985,1010,12.757664860330946,5,4,1,28,176.03890983479945,333.326428244266,1
58,2107.4827056685976,8,9314.99224343325,2096,27.28644513656174,26,0,2,58,403.17348804273996,427.698270689349,0
347,2174.1347120282326,9,1344.6702630230395,1451,7.6560588491778425,8,0,1,46,386.0563584352947,360.7333549897364,0
228,1049.5620136438697,6,7397.255849277307,2133,3.1936096750677714,26,4,3,20,722.1894393665294,307.8984426592839,0
229,1401.7203583853825,1,9748.458932219764,1854,9.901343317720446,8,2,2,18,37.44455848137737,344.6639763777948,0
389,672.0269819060956,9,616.7664275452191,208,3.587941130798234,13,1,5,36,262.70486556753303,413.40753239180003,0
130,530.4770942489594,4,6853.719418203444,427,4.293596335836299,7,2,4,39,481.3597346777012,334.7007387402612,0
134,1288.4943038097829,3,4734.725998880201,1899,17.428592640263286,18,5,5,31,487.79339185673143,406.0073276655423,1
57,1507.8700002660305,7,5833.835028209749,414,2.296607026435053,2,3,5,31,389.2997209212253,349.16328981319657,0
176,881.2145524456679,1,944.879231194816,1234,1.4124610011101981,17,3,4,33,654.3757772435606,339.9233769687483,0
222,1445.136618520576,5,525.7688234827008,880,21.575215993379686,4,3,4,50,59.550515417422446,457.93753099580454,1
164,2224.2781821580825,4,6701.979939454125,1620,11.168589297810813,13,4,4,30,654.2353348083074,341.1014430348394,0
202,1413.967882719247,1,8250.763355225106,255,4.198572802399262,27,0,2,55,400.85584994420583,333.9930463074022,0
251,1815.9920859607412,9,7841.951815836376,1596,7.981576740361393,29,2,1,29,115.67094911083171,343.916128841416,0
